group,protein_id,r108_gene_id,uniprot_accessions,mapping_statuses,r108_annotation,sequence_length,cysteine_count,methionine_count,histidine_count,donor_residue_count,models_available,mean_ptm,mean_model_plddt,mean_fraction_plddt_ge70,mean_fraction_plddt_ge80,motif_mxcxxc,motif_cxxc,motif_ch_window_0_4,motif_any_frozen,structure_analysis_included,structure_exclusion_reason,primary_geometry_positive,best_primary_pair,best_primary_donor_combo,best_primary_support_models,best_primary_distance_A,best_primary_distance_range_A,best_primary_min_plddt,best_primary_pae_A,best_primary_mean_sasa_A2,primary_sulfur_d5,all_CMH_d5,distance_4A,distance_5A,distance_6A,plddt_70,plddt_80,sasa_0,sasa_2p5,sasa_5,sasa_10,nonlocal_5aa,nonlocal_10aa,nonlocal_20aa,combo_CC,combo_CH,combo_CM,combo_HH,combo_HM,combo_MM,table_s4_member,table_s3_rows,table_s3_accessions,mapping_status_table_s3,bait_psm,control_psm,bait_mascot_score,control_mascot_score,bait_found,control_found,pull_down_log2_psm_ratio,deeploc2_1_localizations,location_compatibility_preliminary,signalp6_prediction,signalp6_sp_probability,deeptmhmm_tm_count,deeptmhmm_topology,signal_tm_evidence_status,domain_context_status,annotation_conflict_status,exact_interpro_all_matches,working_priority_tier,mtexpress_a17_old_ids,mtexpress_a17_v5_loci,mtexpress_locus_count,expression_source,expression_source_url,a17_v5_locus_id,paired_projects_total,root_median_tmm,nodule_median_tmm,median_project_log2fc_nodule_vs_root,projects_log2fc_gt0,projects_log2fc_ge1,r108_source_projects_total,r108_source_median_log2fc,r108_source_projects_log2fc_gt0,nodule_abundance_score_5,nodule_enrichment_score_5,score_expression_10,expression_mapping_status,expression_status,score_table_s4_15,score_pull_down_15,score_mapping_10,score_structure_30,score_cellular_20,score_raw_observed,score_max_available,score_normalized_0_100,score_completeness_fraction,score_interpretation,analysis_note,bait_psm_corrected,control_psm_corrected,control_psm_missing_in_raw,bait_mascot_corrected,control_mascot_corrected,control_mascot_missing_in_raw,table_s3_row_count_corrected,table_s3_accessions_corrected,pull_down_log2_psm_ratio_corrected,master_control_psm_was_corrupted,master_bait_psm_matches_raw,observed_log2_bait_plus1,log2_control_plus1,control_detected,log2_length,log2_cys_plus1,log2_met_plus1,cys_per_100aa,met_per_100aa,expression_missing,log2_nodule_tmm_plus1,compartment_model,context_bucket,disposition_bucket,primary_class,context_bucket_model,expected_log2_bait_plus1_primary_counts_context,expected_bait_psm_primary_counts_context,residual_specificity_log2_primary_counts_context,background_residual_percentile_primary_counts_context,empirical_upper_tail_p_primary_counts_context,empirical_bh_q_primary_counts_context,expected_log2_bait_plus1_sensitivity_density_context,expected_bait_psm_sensitivity_density_context,residual_specificity_log2_sensitivity_density_context,background_residual_percentile_sensitivity_density_context,empirical_upper_tail_p_sensitivity_density_context,empirical_bh_q_sensitivity_density_context,expected_log2_bait_plus1_sensitivity_chemistry_only,expected_bait_psm_sensitivity_chemistry_only,residual_specificity_log2_sensitivity_chemistry_only,background_residual_percentile_sensitivity_chemistry_only,empirical_upper_tail_p_sensitivity_chemistry_only,empirical_bh_q_sensitivity_chemistry_only,expected_log2_bait_plus1_sensitivity_no_sulfur_context,expected_bait_psm_sensitivity_no_sulfur_context,residual_specificity_log2_sensitivity_no_sulfur_context,background_residual_percentile_sensitivity_no_sulfur_context,empirical_upper_tail_p_sensitivity_no_sulfur_context,empirical_bh_q_sensitivity_no_sulfur_context,expected_bait_psm_boot_median,expected_bait_psm_boot_lo95,expected_bait_psm_boot_hi95,residual_specificity_parameter_boot_median,residual_specificity_parameter_boot_lo95,residual_specificity_parameter_boot_hi95,residual_specificity_predictive_lo95,residual_specificity_predictive_hi95,predictive_probability_residual_gt0,candidate_rank_primary_counts_context,candidate_rank_sensitivity_density_context,candidate_rank_sensitivity_chemistry_only,candidate_rank_sensitivity_no_sulfur_context,candidate_rank_median_models,candidate_rank_spread_models,robust_top10_all_models,residual_priority_tier,interpretation
Background,MtrunR108HiC_000035.1,MtrunR108HiC_000035,G7I8C5,High confidence,"Putative proteasome component (PCI) domain, 26S proteasome regulatory subunit",483,5,6,15,26,3,0.68,73.80875776397515,0.7336093857832987,0.5162180814354728,False,False,True,True,True,,False,,,0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,G7I8C5,High confidence,3,15,49,15,True,True,-2.0,,,,,,,,,,,,Medtr1g026030,MtrunA17_Chr1g0157071,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0157071,9.0,34.698435298949,32.13577390316256,-0.1794001182538398,3.0,0.0,2.0,-0.1597382719050153,1.0,4.0,0.0,4.0,Reliable single A17 locus; scored,MtExpress: 32.14 median nodule TMM; median project log2FC=-0.18; 3/9 projects positive,0.0,0.0,9.0,0.0,,13.0,80.0,16.25,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,3.0,0.0,True,49.0,0.0,True,1,G7I8C5,2.0,True,True,2.0,0.0,False,8.915879378835774,2.584962500721156,2.807354922057604,1.0351966873706004,1.2422360248447204,False,5.0503177095851335,Unknown,,,,No formal structure-positive context,2.2342107195288174,3.7050521692391882,-0.23421071952881745,46.62162162162162,0.5466666666666666,,2.2977957332389445,3.9170592284118424,-0.2977957332389445,43.91891891891892,0.5733333333333334,,2.226439852298197,3.6797772203480887,-0.22643985229819696,46.62162162162162,0.5466666666666666,,2.2727962635168217,3.8325888702191904,-0.27279626351682174,46.62162162162162,0.5466666666666666,,3.701664,3.1528888,4.329708,-0.23317134380340576,-0.41405659914016724,-0.05411533713340766,-1.8065058199098636,0.5974362412642441,0.464,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_002662.1,MtrunR108HiC_002662,G7I9C1,High confidence,Putative pyruvate kinase,529,8,11,11,30,3,0.9,89.84192186515436,0.9111531190926276,0.8758664146187777,False,False,True,True,True,,True,M470-H497,H-M,3,4.492901734959267,0.0956682332056759,87.25,2.315,11.794062420351676,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,1,G7I9C1,High confidence,3,15,52,15,True,True,-2.0,,,,,,,,,,,,Medtr1g061630,MtrunA17_Chr1g0179541,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0179541,9.0,122.44006624535648,141.4332824334566,0.3528063890296007,7.0,0.0,2.0,0.3752183164596254,2.0,5.0,1.0,6.0,Reliable single A17 locus; scored,MtExpress: 141.43 median nodule TMM; median project log2FC=0.35; 7/9 projects positive,0.0,0.0,9.0,27.658812484070335,,42.65881248407034,80.0,53.32351560508793,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,3.0,0.0,True,52.0,0.0,True,1,G7I9C1,2.0,True,True,2.0,0.0,False,9.047123912114026,3.169925001442312,3.584962500721156,1.5122873345935728,2.0793950850661624,False,7.154142490512006,Unknown,Canonical/conserved enzyme-fold coincidence,Background benchmark,Background housekeeping enzyme fold coincidence,Canonical/conserved enzyme-fold coincidence,2.160619041039808,3.4710666153069427,-0.16061904103980806,54.729729729729726,0.4666666666666667,,2.1459096185907955,3.4257121433560513,-0.14590961859079554,52.027027027027025,0.49333333333333335,,2.1899606281507245,3.56293033718657,-0.18996062815072445,50.67567567567568,0.5066666666666667,,2.0603541112820003,3.1708866670251528,-0.0603541112820003,56.08108108108108,0.4533333333333333,,3.3817682,2.8928528,3.9767532,-0.13151311874389648,-0.31520473361015316,0.03917216062545774,-1.775763704626547,0.7098669431895753,0.513,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_002786.1,MtrunR108HiC_002786,A0A072VK81,High confidence,Putative cystathionine beta-lyase,468,8,12,10,30,3,0.8000000000000002,84.52982905982905,0.8176638176638177,0.8112535612535613,False,True,True,True,True,,False,,,0,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,A0A072VK81,High confidence,2,15,27,15,True,True,-2.415037499278844,,,,,,,,,,,,Medtr1g064320,MtrunA17_Chr1g0181151,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0181151,9.0,23.755871138940694,27.11295756742103,0.4678306510803045,7.0,0.0,2.0,0.6767620807762997,2.0,4.0,1.0,5.0,Reliable single A17 locus; scored,MtExpress: 27.11 median nodule TMM; median project log2FC=0.47; 7/9 projects positive,0.0,0.0,9.0,0.0,,14.0,80.0,17.5,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,2.0,0.0,True,27.0,0.0,True,1,A0A072VK81,1.584962500721156,True,True,1.584962500721156,0.0,False,8.870364719583405,3.169925001442312,3.700439718141092,1.7094017094017095,2.564102564102564,False,4.813163332433434,Unknown,,,,No formal structure-positive context,2.186779338436429,3.552879695809657,-0.6018168377152731,27.7027027027027,0.7333333333333333,,2.191923266427425,3.569141958964532,-0.606960765706269,25.0,0.76,,2.039943328043843,3.1122937643005315,-0.45498082732268674,41.21621621621622,0.6,,2.221968856194256,3.6652967671805072,-0.6370063554730998,26.35135135135135,0.7466666666666667,,3.5745573,3.0476804,4.162077,-0.6086696251333361,-0.7829891606271868,-0.4321329279840594,-2.21815444592256,0.2514393155226195,0.253,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_004029.1,MtrunR108HiC_004029,Q1RSH4,Exact unique,"Putative chaperonin Cpn60/TCP-1 family, groEL-like apical domain superfamily",576,7,15,4,26,3,0.7400000000000001,85.76068287037037,0.8993055555555555,0.8564814814814815,False,False,False,False,True,,False,,,0,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Q1RSH4,Exact unique,11,15,149,15,True,True,-0.4150374992788438,,,,,,,,,,,,Medtr1g090130,MtrunA17_Chr1g0196751,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0196751,9.0,63.6849033596016,57.79593309869815,-0.2053280810533797,4.0,0.0,2.0,-0.5752861146910049,0.0,5.0,0.0,5.0,Reliable single A17 locus; scored,MtExpress: 57.80 median nodule TMM; median project log2FC=-0.21; 4/9 projects positive,0.0,0.0,10.0,0.0,,15.0,80.0,18.75,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,11.0,0.0,True,149.0,0.0,True,1,Q1RSH4,3.584962500721156,True,True,3.584962500721156,0.0,False,9.169925001442312,3.0,4.0,1.215277777777778,2.604166666666667,False,5.8776444625126905,Unknown,,,,No formal structure-positive context,2.2252928020319023,3.676057926828843,1.3596696986892538,93.91891891891892,0.08,,2.253367763125493,3.767945559344292,1.3315947375956632,95.27027027027027,0.06666666666666667,,2.163868691240472,3.4811489806312412,1.4210938094806842,93.91891891891892,0.08,,2.2650709380106107,3.806780544013189,1.3198915627105454,93.91891891891892,0.08,,3.6656847,3.1187553,4.2820015,1.3628738061487073,1.1838778153955336,1.5427540735303755,-0.2581148443703162,2.2182021721557796,0.928,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_004030.1,MtrunR108HiC_004030,Q1RSH3,Exact unique,"Putative chaperonin Cpn60/TCP-1 family, groEL-like apical domain superfamily",574,6,16,2,24,3,0.7333333333333334,85.93287456445994,0.9047619047619048,0.8623693379790941,False,False,False,False,True,,False,,,0,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Q1RSH3,Exact unique,10,15,137,15,True,True,-0.5405683813627028,,,,,,,,,,,,Medtr1g090140,MtrunA17_Chr1g0196761,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0196761,9.0,59.1743117836499,55.35351177560205,-0.1740537654578204,3.0,0.0,2.0,-0.2197196154898746,0.0,5.0,0.0,5.0,Reliable single A17 locus; scored,MtExpress: 55.35 median nodule TMM; median project log2FC=-0.17; 3/9 projects positive,0.0,0.0,10.0,0.0,,15.0,80.0,18.75,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,10.0,0.0,True,137.0,0.0,True,1,Q1RSH3,3.4594316186372973,True,True,3.4594316186372973,0.0,False,9.164906926675688,2.807354922057604,4.087462841250339,1.0452961672473868,2.7874564459930316,False,5.816433612354614,Unknown,,,,No formal structure-positive context,2.2384876741320685,3.7190212699899456,1.2209439445052288,91.21621621621621,0.10666666666666667,,2.2242971212000793,3.6728318431072493,1.235134497437218,92.56756756756756,0.09333333333333334,,2.114052337109505,3.3290556217899017,1.3453792815277925,92.56756756756756,0.09333333333333334,,2.1923662087024103,3.570545011443672,1.267065409934887,91.21621621621621,0.10666666666666667,,3.680933,3.111022,4.3442326,1.2326353492204882,1.0414488317434527,1.4199344458048082,-0.3823964770078441,2.0699784605599882,0.896,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_004106.1,MtrunR108HiC_004106,A0A072VNH5,High confidence,Putative transcription factor WD40-like family,1216,21,24,37,82,3,0.53,82.98544407894737,0.8503289473684211,0.7867324561403509,False,True,True,True,True,,False,,,0,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,A0A072VNH5,High confidence,3,15,30,15,True,True,-2.0,,,,,,,,,,,,Medtr1g090827,MtrunA17_Chr1g0197551,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0197551,9.0,79.5463935623662,133.514658720476,-0.1140230644475002,4.0,1.0,2.0,-0.0516713419571304,1.0,5.0,0.0,5.0,Reliable single A17 locus; scored,MtExpress: 133.51 median nodule TMM; median project log2FC=-0.11; 4/9 projects positive,0.0,0.0,9.0,0.0,,14.0,80.0,17.5,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,3.0,0.0,True,30.0,0.0,True,1,A0A072VNH5,2.0,True,True,2.0,0.0,False,10.247927513443585,4.459431618637297,4.643856189774724,1.7269736842105265,1.9736842105263157,False,7.071619588660644,Unknown,,,,No formal structure-positive context,2.205655328432745,3.61284024357205,-0.20565532843274514,50.67567567567568,0.5066666666666667,,2.25820727491265,3.783966459863521,-0.25820727491265005,46.62162162162162,0.5466666666666666,,2.146403858544947,3.42722856811823,-0.14640385854494697,56.08108108108108,0.4533333333333333,,2.335854059385749,4.048497405074173,-0.3358540593857491,41.21621621621622,0.6,,3.5260859,2.908792,4.2970915,-0.17826390266418457,-0.4052004158496857,0.033277177810668884,-1.7829627911837373,0.6596024460804055,0.501,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_004270.1,MtrunR108HiC_004270,G7I3B2,High confidence,Putative chorismate synthase,436,8,11,9,28,3,0.85,86.39175076452598,0.8425076452599388,0.790519877675841,False,False,True,True,True,,False,,,0,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,G7I3B2,High confidence,2,15,38,15,True,True,-2.415037499278844,,,,,,,,,,,,Medtr1g095250,MtrunA17_Chr1g0199821,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0199821,9.0,95.30532605607144,78.98117296491155,-1.05644316465518,0.0,0.0,2.0,-0.979191681744985,0.0,5.0,0.0,5.0,Reliable single A17 locus; scored,MtExpress: 78.98 median nodule TMM; median project log2FC=-1.06; 0/9 projects positive,0.0,0.0,9.0,0.0,,14.0,80.0,17.5,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,2.0,0.0,True,38.0,0.0,True,1,G7I3B2,1.584962500721156,True,True,1.584962500721156,0.0,False,8.768184324776927,3.169925001442312,3.584962500721156,1.834862385321101,2.522935779816514,False,6.321588534053062,Unknown,,,,No formal structure-positive context,2.24785650766599,3.749766222843923,-0.6628940069448341,18.243243243243242,0.8266666666666667,,2.2345842238803493,3.706270434301045,-0.6496217231591932,18.243243243243242,0.8266666666666667,,2.2154871240888463,3.644383562839521,-0.6305246233676902,27.7027027027027,0.7333333333333333,,2.25101543185573,3.760177702420286,-0.666052931134574,19.594594594594593,0.8133333333333334,,3.6829848,3.1907105,4.2294006,-0.6424659355581408,-0.8016829832494861,-0.48223252734547906,-2.247921580730724,0.18333645766849782,0.21,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_004503.1,MtrunR108HiC_004503,G7IDZ4,High confidence,Putative Heat shock protein Hsp90 family,704,5,23,8,36,3,0.7166666666666667,81.35151515151516,0.7883522727272728,0.7121212121212123,False,False,False,False,True,,False,,,0,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,G7IDZ4,High confidence,9,15,166,15,True,True,-0.6780719051126377,,,,,,,,,,,,Medtr1g099840,MtrunA17_Chr1g0202601,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0202601,9.0,0.102506455831459,0.0768798418735943,-0.4999999999999946,3.0,2.0,2.0,2.7672978616790544,2.0,0.0,0.0,0.0,Reliable single A17 locus; scored,MtExpress: 0.08 median nodule TMM; median project log2FC=-0.50; 3/9 projects positive,0.0,0.0,9.0,0.0,,9.0,80.0,11.25,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,9.0,0.0,True,166.0,0.0,True,1,G7IDZ4,3.321928094887362,True,True,3.321928094887362,0.0,False,9.459431618637296,2.584962500721156,4.584962500721156,0.7102272727272727,3.2670454545454546,False,0.10685728311888913,Unknown,,,,No formal structure-positive context,1.7115800319487855,2.275193244982668,1.6103480629385767,97.97297297297297,0.04,,2.0400502026418588,3.1125984135922806,1.2818778922455034,93.91891891891892,0.08,,1.714174416377165,2.281088291982083,1.6077536785101971,97.97297297297297,0.04,,1.8010018082911385,2.4846211362319015,1.5209262865962236,95.27027027027027,0.06666666666666667,,3.32023,2.4507382,4.476144,1.210820030235873,0.8687679519888026,1.5350230654712778,-0.40558028391253353,2.1676917398631925,0.921,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_005078.1,MtrunR108HiC_005078,A0A072VS63,High confidence,"Putative ribosomal protein L2, domain 2",1317,7,8,11,26,3,0.3266666666666666,45.48987091875474,0.2475322703113136,0.1888129587446216,False,False,False,False,True,,False,,,0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,A0A072VS63,High confidence,2,15,28,15,True,True,-2.415037499278844,,,,,,,,,,,,Medtr1g111560,MtrunA17_Chr1g0210301,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr1g0210301,9.0,85.3168151071005,89.7678248056002,-0.2212245494615912,3.0,0.0,2.0,-0.2052898709430706,0.0,5.0,0.0,5.0,Reliable single A17 locus; scored,MtExpress: 89.77 median nodule TMM; median project log2FC=-0.22; 3/9 projects positive,0.0,0.0,9.0,0.0,,14.0,80.0,17.5,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,2.0,0.0,True,28.0,0.0,True,1,A0A072VS63,1.584962500721156,True,True,1.584962500721156,0.0,False,10.363039630256514,3.0,3.169925001442312,0.5315110098709187,0.6074411541381929,False,6.5041090794114425,Unknown,,,,No formal structure-positive context,2.2485572263619273,3.7520737502822854,-0.6635947256407713,16.89189189189189,0.84,,2.3153183008513647,3.9771445961816507,-0.7303558001302086,6.081081081081081,0.9466666666666667,,2.2341663601896897,3.704907502632456,-0.6492038594685337,18.243243243243242,0.8266666666666667,,2.310885932660457,3.961876862301172,-0.7259234319393011,7.4324324324324325,0.9333333333333333,,3.7472806,3.1892953,4.4094505,-0.6621389254034167,-0.8505194588602191,-0.4817450030744677,-2.228685211673851,0.17609853831341232,0.177,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
Background,MtrunR108HiC_005507.1,MtrunR108HiC_005507,G7IL50,High confidence,Putative methionine S-methyltransferase,1092,24,14,17,55,3,0.85,86.53095543345542,0.9032356532356532,0.840964590964591,False,True,True,True,True,,True,H591-M673,H-M,2,4.4950193834186685,0.5485936298954348,79.53,4.035,8.986820309904875,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,1,G7IL50,High confidence,2,15,46,15,True,True,-2.415037499278844,,,,,,,,,,,,Medtr2g005110,MtrunA17_Chr2g0276741,1,MtExpress V3 (20220901); A17 5.1.9 quantification; selected paired root/nodule projects,https://lipm-browsers.toulouse.inra.fr/expression-atlas-data/v3/20220901_MtExpressV3-Dataset.zip,MtrunA17_Chr2g0276741,9.0,78.1813150900586,69.90940287705536,-0.3156498788906958,2.0,0.0,2.0,-0.3336634680510553,0.0,5.0,0.0,5.0,Reliable single A17 locus; scored,MtExpress: 69.91 median nodule TMM; median project log2FC=-0.32; 2/9 projects positive,0.0,0.0,9.0,22.06803072864764,,36.06803072864764,80.0,45.08503841080955,0.8,Descriptive prioritization only; not a probability of Cu binding or NCC1 client status,Table S3 non-Table S4 comparison background; not assumed to be a true negative,2.0,0.0,True,46.0,0.0,True,1,G7IL50,1.584962500721156,True,True,1.584962500721156,0.0,False,10.092757140919852,4.643856189774724,3.9068905956085187,2.197802197802198,1.282051282051282,False,6.147905042304745,Unknown,Canonical/conserved enzyme-fold coincidence,Background benchmark,Background housekeeping enzyme fold coincidence,Canonical/conserved enzyme-fold coincidence,2.1214209034731693,3.3512228390594574,-0.5364584027520132,31.756756756756758,0.6933333333333334,,2.158867062918418,3.4656403427060667,-0.5739045621972618,33.108108108108105,0.68,,2.139725515049516,3.4067819561518604,-0.5547630143283597,35.810810810810814,0.6533333333333333,,2.1688765053132166,3.49673075851366,-0.5839140045920606,33.108108108108105,0.68,,3.1391115,2.60224,3.816289,-0.4643585546911364,-0.6829595251978045,-0.2639318360984927,-2.1428520674859235,0.41923566930461986,0.368,,,,,,,False,Background training row,"Residual specificity is an exploratory deviation from the empirical Table S3 background expectation, not a probability of specific binding, Cu binding, or client status."
